,CodigoEstacion,Categoria,Entidad,Departamento,Municipio,IdParametro,Etiqueta,Frecuencia,Fecha,Valor,Grado,Año
110,29030080,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1644.5,4,2016
111,29030080,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1616.7,50,2017
112,29030080,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1845.9,50,2018
113,29030080,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1342.2,50,2019
114,29030080,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,2896.0,50,2020
115,25027410,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Regidor,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1495.0,50,2016
116,25027410,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Regidor,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1655.0,50,2017
117,25027410,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Regidor,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1096.0,50,2018
118,25027410,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Regidor,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1396.0,50,2019
119,25027410,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Regidor,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1999.0,50,2020
120,25027630,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Barranco De Loba,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,2482.5,50,2017
121,25027630,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Barranco De Loba,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,2025.2,50,2018
122,25027630,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Barranco De Loba,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,2669.0,50,2019
123,25027630,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Barranco De Loba,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1836.0,50,2020
124,29030310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1792.0,50,2016
125,29030310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1624.0,50,2017
126,29030310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1570.0,50,2018
127,29030310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,951.0,50,2019
128,29030310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1306.0,50,2020
129,29035040,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1809.9,4,2017
130,29035040,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1920.9,50,2018
131,29035040,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1338.2,50,2019
132,29035040,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1162.0,50,2020
133,25025210,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Pinillos,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,3065.1,4,2017
134,25025210,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Pinillos,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,2211.0,50,2018
135,25025210,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Pinillos,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1987.5,50,2019
136,25025210,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Pinillos,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,2477.9,50,2020
137,29030530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,2502.0,4,2016
138,29030530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,3457.0,50,2017
139,29030530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,2506.0,50,2018
140,29030530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,2162.0,4,2019
141,29030530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,3142.0,4,2020
142,25020870,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Martin De Loba,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1789.0,50,2017
143,25020870,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Martin De Loba,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1773.0,50,2018
144,25020870,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Martin De Loba,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1383.0,50,2019
145,25020870,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Martin De Loba,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1780.0,50,2020
146,25021310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Hatillo De Loba,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,2137.0,50,2016
147,25021310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Hatillo De Loba,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,2638.0,50,2017
148,25021310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Hatillo De Loba,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1842.0,50,2018
149,25021310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Hatillo De Loba,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1179.0,50,2019
150,25021310,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Hatillo De Loba,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1904.0,50,2020
156,25021350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1189.2,50,2016
157,25021350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1448.9,50,2017
158,25021350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1129.6,4,2018
159,25021350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1202.9,50,2019
160,25021350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1232.3,50,2020
161,29030520,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,2213.5,4,2017
162,29030520,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,3831.7,50,2018
163,29030520,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,4329.6,50,2019
164,29030520,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,3818.6,50,2020
165,25025020,Climática Principal,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,981.1,50,2016
166,25025020,Climática Principal,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1220.7,50,2017
167,25025020,Climática Principal,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,702.4,4,2018
168,25025020,Climática Principal,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1111.0,50,2019
169,25025020,Climática Principal,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,985.1,50,2020
170,25020420,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,4265.0,50,2016
171,25020420,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,4162.0,50,2017
172,25020420,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,4069.0,50,2018
173,25020420,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,3397.0,50,2019
174,25020420,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,4150.2,50,2020
175,25021300,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Cicuco,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1460.0,50,2016
176,25021300,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Cicuco,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1670.0,50,2017
177,25021300,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Cicuco,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1553.0,50,2018
178,25021300,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Cicuco,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1065.0,50,2019
179,25021300,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Cicuco,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1588.0,50,2020
180,29030780,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,2299.0,4,2016
181,29030780,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,2449.0,50,2017
182,29030780,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,2167.0,50,2018
183,29030780,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1326.3,50,2019
184,29030780,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Maria La Baja,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1069.1,50,2020
185,29030570,Pluviográfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1800.0,4,2016
186,29030570,Pluviográfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,3184.0,50,2017
187,29030570,Pluviográfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1876.0,50,2018
188,29030570,Pluviográfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,2032.0,4,2019
189,29030570,Pluviográfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Juan Nepomuceno,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1981.0,4,2020
190,29010130,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1205.0,50,2017
191,29010130,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,720.0,50,2018
192,29010130,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,851.0,50,2019
193,29010130,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Zambrano,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1245.0,50,2020
194,25021290,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Fernando,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1452.0,4,2016
195,25021290,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Fernando,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,2824.0,50,2017
196,25021290,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Fernando,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1350.0,50,2018
197,25021290,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Fernando,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,934.0,50,2019
198,25021290,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Fernando,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,3194.0,50,2020
199,25020410,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,8128.0,4,2016
200,25020410,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,8057.0,4,2017
201,25020410,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,5828.0,4,2018
202,25020410,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,5185.0,4,2019
203,25020410,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,6454.0,4,2020
204,25027910,Limnigráfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,4909.0,4,2016
205,25027910,Limnigráfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,4855.0,50,2017
206,25027910,Limnigráfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,4933.0,50,2018
207,25027910,Limnigráfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,4398.0,50,2019
208,25027910,Limnigráfica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,San Jacinto Del Cauca,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,4245.0,50,2020
209,29030170,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mahates,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1437.0,50,2016
210,29030170,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mahates,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,1239.0,50,2017
211,29030170,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mahates,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,1160.0,50,2018
212,29030170,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mahates,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,1129.0,50,2019
213,29030170,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mahates,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,1544.0,50,2020
214,25020030,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,6111.0,50,2016
215,25020030,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,5825.0,50,2017
216,25020030,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,4872.0,50,2018
217,25020030,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,3697.0,50,2019
218,25020030,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,4413.0,50,2020
219,25020350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,3988.0,50,2016
220,25020350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,5599.0,50,2017
221,25020350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2018-01-01,4683.0,50,2018
222,25020350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2019-01-01,4132.0,50,2019
223,25020350,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Achi,PRECIPITACION,PTPM_TT_A,Annual,2020-01-01,4872.0,50,2020
224,25021330,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2016-01-01,1943.0,50,2016
225,25021330,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bolivar,Mompos,PRECIPITACION,PTPM_TT_A,Annual,2017-01-01,3139.0,50,2017
